participant,condition,window_start,window_end,track_point_accuracy,resman_point_accuracy,sysmon_point_accuracy,comms_point_accuracy,mean_sysmon_response_time,mean_comms_response_time,window_index
458,M,0,60,0.8769167012018234,0.9833333333333332,1.0,1.0,3833.3333333333335,3.419720500000002,0
458,M,30,90,0.9746256239600666,1.0,1.0,1.0,1100.0,3.1894015000000024,1
458,M,60,120,1.0,1.0,0.0,1.0,0.0,2.6226079999999996,2
451,M,0,60,0.96371976647206,1.0,1.0,1.0,2700.0,3.126521000000002,0
451,M,30,90,1.0,1.0,1.0,0.5,2850.0,3.016024999999999,1
451,M,60,120,0.9729957805907172,1.0,0.5714285714285714,1.0,3480.0,2.9975450000000023,2
477,L,0,60,0.9767932489451476,1.0,1.0,1.0,3200.0,3.726569999999999,0
477,L,30,90,0.9769681742043552,1.0,1.0,0.0,1300.0,0.0,1
477,L,60,120,0.9007506255212676,0.9666666666666668,0.0,1.0,1400.0,3.550061999999997,2
433,M,0,60,0.9397590361445785,0.4666666666666667,1.0,0.5,2733.3333333333335,3.5503610000000023,0
433,M,30,90,0.9464210966931772,0.0,0.5,1.0,2700.0,3.951260999999999,1
433,M,60,120,0.946286193873269,0.0,0.375,1.0,3550.0,2.5720230000000015,2
474,H,0,60,0.8663366336633663,0.6666666666666666,0.5,0.3333333333333333,5800.0,1.5386799999999994,0
474,H,30,90,0.912880366819508,0.35,1.0,0.6666666666666666,6500.0,2.876048499999996,1
474,H,60,120,0.9829095456440184,0.1,1.0,0.0,5400.0,0.0,2
415,M,0,60,0.9966652771988328,1.0,1.0,1.0,3850.0,3.409669000000001,0
415,M,30,90,1.0,1.0,1.0,1.0,2433.3333333333335,3.812451500000005,1
415,M,60,120,1.0,1.0,1.0,1.0,2200.0,4.025363000000006,2
444,M,0,60,0.926097972972973,1.0,1.0,0.5,2700.0,3.5441879999999983,0
444,M,30,90,0.836424957841484,0.8833333333333333,0.2857142857142857,0.6666666666666666,2200.0,4.315239500000001,1
444,M,60,120,0.8801181933305192,0.7666666666666667,0.2857142857142857,1.0,5000.0,2.1850669999999894,2
458,L,0,60,1.0,1.0,1.0,1.0,2000.0,3.0845970000000023,0
458,L,30,90,1.0,1.0,1.0,0.0,1000.0,0.0,1
458,L,60,120,1.0,1.0,0.0,1.0,0.0,3.475434000000007,2
439,M,0,60,0.9663865546218487,1.0,0.8571428571428571,1.0,6766.666666666667,3.406853000000001,0
439,M,30,90,0.8310980720871752,1.0,1.0,0.0,8400.0,0.0,1
439,M,60,120,0.8428990364474236,1.0,1.0,1.0,5133.333333333333,3.4239880000000085,2
423,L,0,60,1.0,1.0,1.0,0.0,2250.0,0.0,0
423,L,30,90,1.0,1.0,1.0,0.0,1266.6666666666667,0.0,1
423,L,60,120,1.0,1.0,1.0,1.0,2150.0,2.4251620000000074,2
448,M,0,60,0.9028595458368376,0.45,0.0,0.5,1200.0,6.991386999999996,0
448,M,30,90,0.9212070410729254,0.3,-0.1111111111111111,0.5,1133.3333333333333,6.991386999999996,1
448,M,60,120,0.9492236676458246,0.8,-0.125,1.0,1300.0,4.125201000000004,2
468,H,0,60,0.6407160699417153,0.3166666666666666,0.4285714285714285,0.6666666666666666,3100.0,2.659688000000001,0
468,H,30,90,0.7471792728792311,0.4166666666666667,1.0,1.0,3450.0,2.432843500000004,1
468,H,60,120,0.8056492411467117,0.8833333333333333,1.0,1.0,3250.0,3.999186999999992,2
