participant,condition,track_point_accuracy,resman_point_accuracy,sysmon_point_accuracy,comms_point_accuracy,mean_sysmon_response_time,mean_comms_response_time,window_index
419,M,0.6677824267782427,0.8666666666666667,0.8333333333333334,0.0,2920.0,0.0,9
419,M,0.641846921797005,0.8,1.0,0.0,1600.0,0.0,10
419,M,0.60997920997921,0.5333333333333333,1.0,1.0,5400.0,3.3505030000000033,11
419,M,0.7107679465776294,0.5666666666666667,1.0,0.0,5100.0,0.0,12
419,M,0.7680067001675042,0.8166666666666667,1.0,0.5,3050.0,4.978128499999997,13
419,M,0.7366203118415507,0.7,1.0,1.0,1800.0,4.837873666666648,14
473,L,1.0,1.0,0.8,1.0,4475.0,3.308019,0
473,L,1.0,1.0,0.8,0.0,3175.0,0.0,1
473,L,0.965865992414665,1.0,1.0,0.0,2342.8571428571427,0.0,2
473,L,0.9301934398654332,1.0,0.8888888888888888,0.0,3600.0,0.0,3
473,L,0.964195450716091,0.95,0.5384615384615384,0.0,3733.3333333333335,0.0,4
473,L,0.923660902572754,0.8,0.3333333333333333,0.0,4000.0,0.0,5
473,L,0.9236930860033726,0.85,0.5,0.0,8000.0,0.0,6
473,L,1.0,1.0,0.0,0.0,0.0,0.0,7
473,L,0.9915718499789296,1.0,0.0,1.0,0.0,4.032291500000014,8
473,L,0.9915718499789296,1.0,0.0,1.0,0.0,4.064230000000009,9
473,L,0.9496221662468514,1.0,0.0,1.0,0.0,3.9993460000000023,10
473,L,0.8752100840336134,0.8666666666666667,0.0,1.0,0.0,3.8527043333333304,11
473,L,0.8897306397306397,0.8666666666666667,0.0,1.0,0.0,3.7793834999999945,12
473,L,0.7860759493670886,1.0,0.0,0.0,0.0,0.0,13
473,L,0.7280405405405406,1.0,0.6666666666666666,1.0,5400.0,3.652947000000012,14
419,L,0.9769198489299202,0.5666666666666667,0.8571428571428571,1.0,2133.3333333333335,3.6287664999999993,0
419,L,1.0,0.4666666666666667,1.0,0.0,2480.0,0.0,1
